SEQNO,Sex,Age,Education,Income
2021229565,1,11,6,8
2021229566,1,12,4,5
2021229567,1,7,4,4
2021229568,0,5,4,6
2021229569,1,6,4,1
2021229570,1,12,5,6
2021229571,1,1,5,4
2021229572,0,10,5,3
2021229573,1,10,3,7
2021229574,0,3,6,2
2021229576,0,8,5,5
2021229577,0,9,5,8
2021229578,0,11,6,8
2021229579,0,12,5,6
2021229580,0,11,6,7
2021229581,0,7,5,8
2021229582,0,12,5,8
2021229583,1,12,6,7
2021229584,1,13,4,5
2021229585,0,5,6,8
2021229586,1,12,5,8
2021229587,1,12,5,5
2021229588,0,13,6,8
2021229589,0,12,5,6
2021229590,0,10,5,7
2021229591,0,13,6,4
2021229592,0,12,5,7
2021229593,0,11,6,2
2021229594,0,12,5,6
2021229595,1,12,5,2
2021229596,0,10,5,3
2021229597,0,11,5,8
2021229598,0,11,5,5
2021229600,0,12,4,6
2021229602,0,13,6,4
2021229603,0,6,5,6
2021229606,0,10,4,7
2021229607,0,10,5,6
2021229608,1,13,6,6
2021229610,1,12,4,5
2021229612,0,13,4,5
2021229613,0,10,5,4
2021229614,1,13,5,7
2021229616,1,10,4,6
2021229617,0,10,4,7
2021229618,1,6,6,5
2021229619,1,10,4,7
2021229620,0,11,5,1
2021229621,0,13,5,5
2021229622,0,10,4,3
2021229623,0,13,6,7
2021229624,0,11,4,7
2021229625,0,13,6,5
2021229626,0,9,5,8
2021229627,1,13,5,3
2021229628,1,11,6,6
2021229629,1,11,5,4
2021229630,1,10,4,6
2021229631,1,10,4,3
2021229633,0,11,5,3
2021229634,0,13,5,3
2021229638,1,10,4,4
2021229639,0,9,5,7
2021229640,0,11,4,5
2021229641,1,10,3,5
2021229642,1,12,6,6
2021229643,0,11,6,7
2021229644,1,12,6,5
2021229645,0,10,6,6
2021229646,1,13,6,8
2021229647,0,12,6,7
2021229648,1,11,4,5
2021229649,1,10,5,4
2021229651,0,10,4,6
2021229652,0,13,4,6
2021229653,0,5,6,7
2021229654,0,11,5,5
2021229655,0,10,5,6
2021229656,1,11,5,7
2021229657,0,5,6,8
2021229658,1,13,6,7
2021229659,1,10,5,7
2021229660,1,8,5,1
2021229661,0,10,5,6
2021229662,0,11,6,7
2021229664,1,11,6,8
2021229665,1,11,6,8
2021229666,1,8,4,4
2021229667,1,12,4,7
2021229668,0,12,4,7
2021229669,0,10,4,6
2021229670,0,9,5,6
2021229671,1,12,5,5
2021229672,0,13,6,7
2021229674,0,11,5,2
2021229675,0,13,4,5
2021229676,0,8,5,7
2021229677,0,11,6,8
2021229681,1,9,2,2
2021229682,1,8,6,7
2021229683,0,4,6,8
2021229684,0,13,4,3
2021229685,1,11,6,6
2021229686,0,11,4,6
2021229687,0,11,4,1
2021229688,0,12,6,7
2021229689,1,11,6,8
2021229690,0,10,6,6
2021229691,1,10,3,5
2021229692,0,12,6,8
2021229693,0,12,6,5
2021229694,0,10,5,6
2021229695,0,12,6,4
2021229696,0,7,6,8
2021229697,0,10,6,7
2021229698,1,11,5,6
2021229699,1,9,5,6
2021229700,0,5,4,7
2021229701,0,7,4,8
2021229702,1,10,4,8
2021229704,0,12,5,6
2021229705,0,8,6,7
2021229706,0,11,6,4
2021229707,0,3,4,6
2021229708,0,13,4,5
2021229710,0,12,4,6
2021229711,0,11,6,6
2021229712,0,10,5,6
2021229713,0,12,6,8
2021229714,0,8,4,8
2021229715,0,9,4,8
2021229716,1,12,6,8
2021229717,0,12,6,6
2021229718,0,12,5,6
2021229719,0,9,4,6
2021229720,0,12,5,6
2021229721,1,13,2,4
2021229722,1,10,5,6
2021229723,0,12,5,6
2021229724,1,11,4,7
2021229725,0,3,3,7
2021229726,0,11,4,6
2021229727,0,12,5,5
2021229728,0,11,4,6
2021229729,0,9,5,3
2021229731,1,10,4,5
2021229732,1,10,5,7
2021229733,0,12,5,2
2021229734,1,10,6,5
2021229735,0,12,4,4
2021229736,1,9,5,8
2021229738,1,11,6,6
2021229739,1,10,4,8
2021229740,0,10,5,3
2021229741,1,10,4,8
2021229742,0,9,6,7
2021229743,0,9,4,7
2021229744,0,10,6,8
2021229745,0,8,4,8
2021229747,0,11,5,4
2021229748,0,11,4,4
2021229749,1,12,6,7
2021229750,0,9,6,7
2021229751,1,6,6,8
2021229752,0,13,4,5
2021229753,0,12,5,6
2021229754,1,10,4,8
2021229755,0,7,5,8
2021229756,0,10,5,7
2021229757,1,11,4,7
2021229758,0,11,6,7
2021229760,1,12,6,8
2021229761,0,9,6,8
2021229762,1,9,4,7
2021229763,1,13,4,5
2021229764,1,10,4,8
2021229765,0,12,5,6
2021229766,1,5,5,4
2021229767,0,11,5,7
2021229769,0,13,4,5
2021229771,1,11,5,6
2021229772,0,11,6,5
2021229773,0,11,4,7
2021229774,0,12,6,8
2021229775,0,12,5,8
2021229776,0,9,5,3
2021229777,1,9,6,6
2021229778,0,11,5,7
2021229779,0,12,4,1
2021229780,1,9,6,7
2021229781,1,7,5,7
2021229782,0,12,4,8
2021229783,0,12,6,7
2021229785,1,11,4,8
2021229786,0,5,4,7
2021229788,1,11,6,8
2021229789,0,9,6,7
2021229792,0,11,4,8
2021229793,1,11,6,8
2021229794,0,11,6,5
2021229795,0,8,6,6
2021229796,0,12,5,4
2021229797,0,10,6,4
2021229798,1,13,4,6
2021229800,1,12,5,6
2021229801,0,11,5,6
2021229803,1,10,6,7
2021229804,0,10,5,8
2021229805,1,11,5,7
2021229806,1,10,4,6
2021229808,0,9,5,7
2021229810,0,8,4,1
2021229811,0,8,4,4
2021229812,1,7,4,7
2021229813,0,12,5,6
2021229814,0,10,5,8
2021229815,1,11,6,8
2021229816,0,11,4,7
2021229817,0,11,5,7
2021229818,1,11,5,7
2021229819,0,12,4,6
2021229820,0,6,6,7
2021229821,1,6,4,7
2021229824,1,13,5,5
2021229826,0,9,5,5
2021229827,0,10,6,7
2021229828,1,1,5,5
2021229829,0,10,6,6
2021229830,0,13,6,8
2021229831,0,10,5,8
2021229832,1,13,4,5
2021229833,1,11,6,6
2021229834,0,13,6,7
2021229836,0,10,6,7
2021229837,0,10,5,7
2021229838,0,10,6,7
2021229839,1,13,6,7
2021229841,0,13,5,5
2021229844,0,8,6,7
2021229845,1,10,6,8
2021229846,1,13,6,5
2021229847,0,6,6,8
2021229848,0,11,4,7
2021229849,1,13,6,8
2021229850,1,9,4,3
2021229851,0,12,5,4
2021229852,1,13,5,7
2021229853,0,11,6,5
2021229854,1,13,5,4
2021229855,0,12,3,7
2021229856,0,7,5,6
2021229857,0,10,4,8
2021229858,0,13,5,6
2021229859,0,9,6,1
2021229860,0,7,4,7
2021229861,0,9,4,5
2021229862,1,13,6,7
2021229864,0,12,5,4
2021229865,1,11,6,7
2021229868,1,10,5,8
2021229869,0,9,5,7
2021229870,1,9,5,4
2021229871,0,10,4,5
2021229872,0,10,5,5
2021229873,0,13,4,4
2021229874,0,13,5,6
2021229875,1,11,4,4
2021229876,0,7,4,1
2021229877,1,12,5,5
2021229879,1,13,6,7
2021229880,0,8,6,4
2021229882,0,7,6,8
2021229883,0,12,4,6
2021229884,0,12,4,6
2021229886,0,10,5,7
2021229887,0,13,4,6
2021229888,0,12,4,6
2021229889,0,13,5,5
2021229890,0,9,4,6
2021229891,1,12,5,7
2021229892,0,8,4,7
2021229893,1,9,5,4
2021229894,0,10,4,5
2021229895,0,11,6,4
2021229897,0,13,4,5
2021229898,0,13,5,6
2021229899,0,13,5,6
2021229900,1,4,6,1
2021229902,0,11,4,5
2021229903,1,12,4,8
2021229906,0,10,6,5
2021229907,0,13,6,5
2021229908,0,10,6,7
2021229909,0,12,5,7
2021229910,0,8,5,6
2021229911,1,10,5,4
2021229912,0,10,6,5
2021229913,0,10,6,6
2021229914,0,13,4,5
2021229915,1,13,5,5
2021229916,0,11,6,8
2021229917,1,7,4,5
2021229918,0,13,4,8
2021229919,1,11,6,6
2021229921,0,13,4,7
2021229923,0,13,5,8
2021229924,0,9,4,1
2021229925,0,13,6,5
2021229927,1,8,6,8
2021229928,0,9,6,7
2021229931,0,11,5,6
2021229932,1,10,5,8
2021229933,0,11,4,4
2021229934,1,9,6,7
2021229935,0,13,4,7
2021229936,1,10,4,3
2021229937,0,4,6,7
2021229938,0,8,4,2
2021229939,1,11,4,6
2021229941,1,6,6,8
2021229942,0,9,5,5
2021229943,0,8,6,8
2021229945,0,12,5,6
2021229946,0,13,2,4
2021229947,1,12,4,6
2021229949,0,10,6,7
2021229950,1,13,4,5
2021229952,0,7,6,7
2021229953,0,11,6,5
2021229954,0,5,6,8
2021229955,0,9,5,6
2021229956,0,10,4,2
2021229957,1,11,5,5
2021229958,0,13,6,4
2021229959,0,12,6,7
2021229960,0,8,6,7
2021229961,0,10,5,5
2021229962,1,12,5,8
2021229963,1,12,6,6
2021229964,1,10,5,5
2021229965,1,5,4,6
2021229966,0,10,4,6
2021229967,0,10,6,7
2021229968,0,13,5,5
2021229969,1,13,4,6
2021229970,1,9,5,5
2021229971,0,7,6,4
2021229972,1,12,5,8
2021229973,0,9,4,4
2021229974,1,4,5,5
2021229976,1,13,6,5
2021229977,0,11,5,8
2021229978,0,9,4,2
2021229979,0,13,6,6
2021229980,0,9,5,8
2021229981,0,13,4,6
2021229982,0,11,6,8
2021229983,0,11,5,2
2021229984,0,11,4,8
2021229985,0,13,5,7
2021229986,0,11,6,8
2021229987,0,11,6,7
2021229989,0,11,4,5
2021229990,0,13,5,6
2021229991,1,10,6,2
2021229992,0,12,5,2
2021229993,1,10,5,6
2021229994,0,11,6,5
2021229995,0,9,4,8
2021229996,0,9,6,2
2021229997,1,9,5,6
2021229998,0,9,4,6
2021229999,1,9,4,1
2021230000,1,13,6,8
2021230001,1,11,4,7
2021230002,0,8,4,6
2021230003,1,11,5,7
2021230005,0,13,4,5
2021230006,0,10,6,6
2021230008,0,13,5,7
2021230009,1,10,6,6
2021230010,1,12,4,6
2021230011,1,10,4,6
2021230012,1,13,5,5
2021230014,0,13,6,5
2021230015,0,13,6,7
2021230016,0,10,4,7
2021230017,1,8,5,4
2021230018,0,11,6,6
2021230019,1,13,6,8
2021230020,0,8,4,5
2021230021,0,9,4,8
2021230025,1,10,4,7
2021230026,0,13,4,6
2021230027,1,13,5,5
2021230029,0,12,6,8
2021230030,0,11,6,8
2021230031,0,13,6,6
2021230032,0,8,4,8
2021230033,0,9,5,5
2021230034,0,9,6,7
2021230035,0,10,6,5
2021230036,1,12,6,8
2021230037,0,10,3,6
2021230038,1,10,2,5
2021230039,1,10,5,8
2021230040,0,13,5,6
2021230041,0,12,5,6
2021230042,1,11,6,8
2021230043,0,10,5,8
2021230044,1,10,4,4
2021230046,0,10,3,4
2021230047,1,11,6,5
2021230048,0,11,5,8
2021230049,1,12,5,6
2021230050,0,9,5,5
2021230052,1,13,4,4
2021230053,0,7,6,7
2021230054,0,13,6,8
2021230055,1,9,4,7
2021230056,1,9,4,7
2021230057,1,12,5,8
2021230058,0,11,6,7
2021230060,1,10,5,1
2021230061,1,12,6,5
2021230062,1,2,6,6
2021230064,0,10,5,7
2021230065,1,6,5,1
2021230066,1,13,4,8
2021230067,1,13,4,5
2021230068,0,8,5,8
2021230069,0,10,5,6
2021230070,1,12,6,5
2021230071,0,3,5,1
2021230072,1,13,6,7
2021230073,0,13,5,7
2021230074,0,13,6,7
2021230075,0,12,6,7
2021230076,0,11,6,7
2021230077,0,12,5,6
2021230078,1,10,4,6
2021230079,0,8,4,8
2021230080,0,4,5,1
2021230081,0,11,5,8
2021230082,0,5,3,8
2021230083,1,12,6,7
2021230084,0,11,4,8
2021230085,0,10,5,4
2021230086,0,13,6,8
2021230087,1,10,5,6
2021230088,0,10,4,7
2021230090,0,10,6,8
2021230092,1,13,4,2
2021230093,1,9,4,1
2021230094,0,9,4,7
2021230095,0,1,4,3
2021230097,1,12,6,3
2021230098,1,11,6,8
2021230099,1,13,5,7
2021230100,0,8,5,8
2021230101,1,12,6,6
2021230102,0,10,5,7
2021230103,1,11,6,7
2021230104,0,13,5,8
2021230106,1,11,5,6
2021230107,1,9,4,7
2021230108,1,9,6,8
2021230109,0,10,6,3
2021230110,1,13,5,5
2021230112,1,7,5,4
2021230113,0,10,5,7
2021230114,0,9,4,2
2021230115,1,9,4,4
2021230116,1,11,4,8
2021230118,0,10,6,7
2021230119,0,10,5,7
2021230120,0,8,6,8
2021230122,0,6,5,1
2021230124,1,13,6,7
2021230125,0,13,4,4
2021230126,0,12,6,7
2021230128,0,12,5,5
2021230129,0,9,6,8
2021230130,0,11,5,5
2021230131,0,13,6,6
2021230133,0,12,5,5
2021230134,0,8,6,7
2021230135,1,12,6,7
2021230136,1,11,5,7
2021230138,0,9,6,7
2021230139,1,13,6,5
2021230140,1,10,5,3
2021230142,0,9,4,8
2021230144,0,8,6,8
2021230146,1,10,4,6
2021230147,0,10,6,7
2021230148,0,10,6,7
2021230149,1,11,6,6
2021230150,0,13,6,7
2021230151,1,6,5,8
2021230152,0,13,4,5
2021230154,0,13,6,7
2021230155,0,6,4,6
2021230156,0,8,6,7
2021230157,1,7,6,8
2021230158,0,9,4,5
2021230159,0,9,6,7
2021230161,1,13,5,8
2021230163,0,12,4,6
2021230164,0,9,6,8
2021230166,1,10,6,8
2021230167,1,9,4,5
2021230168,1,8,6,7
2021230169,0,11,4,2
2021230170,0,11,6,8
2021230171,1,13,6,7
2021230173,0,11,6,6
2021230174,0,11,6,8
2021230175,0,7,5,7
2021230176,0,11,6,8
2021230177,1,9,5,5
2021230179,1,9,5,6
2021230181,0,12,5,6
2021230182,1,12,5,5
2021230183,0,11,5,3
2021230184,1,12,4,8
2021230186,0,12,5,3
2021230187,1,10,6,7
2021230188,1,12,5,7
2021230190,0,11,6,8
2021230191,1,10,6,8
2021230192,1,13,5,5
2021230193,0,6,6,1
2021230194,0,5,6,8
2021230197,0,10,5,5
2021230198,1,9,6,6
2021230199,1,8,4,7
2021230201,1,11,4,6
2021230202,0,13,6,6
2021230203,0,8,4,5
2021230204,1,11,6,5
2021230205,1,8,6,8
2021230206,0,10,6,7
2021230207,0,8,5,6
2021230208,1,9,4,4
2021230209,0,12,4,5
2021230210,1,8,6,6
2021230211,0,11,6,8
2021230212,1,9,4,8
2021230213,1,10,3,4
2021230214,0,10,5,6
2021230215,0,12,4,7
2021230216,1,10,3,6
2021230217,0,13,5,4
2021230218,1,12,5,7
2021230219,1,13,6,7
2021230220,0,11,4,6
2021230221,1,11,6,8
2021230222,0,12,6,8
2021230224,1,9,4,6
2021230225,0,8,5,7
2021230226,1,10,4,6
2021230229,0,11,4,5
2021230230,1,9,5,6
2021230231,0,10,6,8
2021230232,0,7,6,6
2021230233,0,11,6,8
2021230234,1,11,6,7
2021230235,0,12,5,7
2021230236,0,12,5,8
2021230237,1,12,4,8
2021230238,0,9,6,7
2021230239,0,8,5,5
2021230241,0,13,5,5
2021230243,0,9,6,5
2021230244,1,9,4,6
2021230246,0,13,5,5
2021230247,0,8,5,8
2021230248,0,6,6,2
2021230249,0,11,5,5
2021230250,0,13,4,6
2021230251,0,10,6,7
2021230252,0,12,6,6
2021230253,1,8,5,6
2021230254,0,12,6,8
2021230255,0,10,4,6
2021230256,0,10,6,8
2021230257,1,10,5,6
2021230259,0,10,6,7
2021230260,1,8,6,8
2021230261,1,10,6,8
2021230262,0,7,4,8
2021230263,0,13,5,7
2021230264,0,10,4,5
2021230265,1,7,6,8
2021230267,1,4,5,8
2021230268,0,12,5,7
2021230269,1,12,4,5
2021230270,1,9,6,7
2021230271,0,10,4,1
2021230273,1,13,6,3
2021230274,0,12,5,3
2021230275,0,13,5,7
2021230276,0,9,6,7
2021230279,0,9,4,7
2021230282,1,10,6,7
2021230283,0,7,6,8
2021230284,1,13,5,8
2021230285,1,10,4,6
2021230286,0,9,4,6
2021230287,0,10,6,7
2021230288,0,5,6,7
2021230290,0,9,6,8
2021230293,0,13,4,4
2021230294,1,13,5,6
2021230295,1,11,6,7
2021230296,0,8,6,7
2021230297,0,11,6,5
2021230298,1,5,6,8
2021230299,0,11,6,6
2021230300,1,10,5,5
2021230301,1,11,6,8
2021230302,1,9,4,2
2021230303,0,10,5,4
2021230304,0,10,4,5
2021230305,0,10,6,6
2021230306,1,11,6,6
2021230308,0,13,5,6
2021230310,1,7,5,8
2021230311,0,12,6,5
2021230312,0,13,5,2
2021230313,0,7,5,5
2021230314,0,8,5,4
2021230315,0,13,5,7
2021230317,0,12,4,2
2021230318,0,9,6,8
2021230321,1,10,5,5
2021230322,0,9,4,7
2021230323,1,13,4,5
2021230324,1,13,6,6
2021230325,0,13,6,8
2021230326,0,3,5,6
2021230327,0,13,5,7
2021230328,1,9,5,6
2021230329,0,11,6,7
2021230330,0,12,6,8
2021230331,0,12,5,5
2021230332,1,13,5,6
2021230333,0,10,6,8
2021230334,0,10,6,8
2021230336,0,9,4,6
2021230337,0,13,6,6
2021230339,1,7,5,5
2021230340,0,12,5,5
2021230341,1,13,5,6
2021230342,1,10,5,6
2021230343,0,11,6,8
2021230344,0,12,6,8
2021230345,0,12,6,8
2021230346,0,13,4,6
2021230347,1,13,6,5
2021230348,0,10,4,6
2021230349,1,13,6,6
2021230350,1,9,4,5
2021230351,1,11,5,2
2021230352,1,11,5,7
2021230353,1,13,6,8
2021230355,0,11,6,6
2021230356,0,12,5,5
2021230359,0,13,6,6
2021230360,1,9,4,7
2021230361,0,13,4,6
2021230362,1,13,6,6
2021230364,0,9,6,3
2021230366,0,13,6,4
2021230367,0,12,4,7
2021230368,1,9,6,8
2021230369,0,8,3,5
2021230370,0,13,5,6
2021230371,0,11,6,8
2021230372,0,10,6,7
2021230373,1,13,4,7
2021230374,0,11,5,5
2021230375,1,11,6,5
2021230376,0,10,5,5
2021230377,0,13,4,4
2021230378,1,12,4,8
2021230379,0,11,6,8
2021230380,0,11,4,6
2021230381,0,10,6,5
2021230382,1,12,4,5
2021230383,0,13,6,5
2021230385,1,10,4,8
2021230386,1,12,6,8
2021230387,0,7,5,7
2021230388,0,11,4,5
2021230389,1,13,4,6
2021230390,0,11,4,5
2021230391,1,10,6,8
2021230392,1,13,6,8
2021230393,1,11,6,7
2021230394,0,13,4,5
2021230395,0,13,4,6
2021230397,0,9,5,6
2021230398,1,11,6,6
2021230399,0,9,5,6
2021230400,0,12,4,4
2021230401,0,11,6,7
2021230402,1,6,6,8
2021230403,1,10,6,7
2021230404,0,10,5,4
2021230405,0,10,6,5
2021230406,0,12,4,5
2021230407,0,12,4,5
2021230408,0,13,6,7
2021230411,1,4,4,5
2021230413,0,12,5,7
2021230414,0,7,5,5
2021230415,0,12,3,4
2021230416,0,13,5,6
2021230417,0,11,6,6
2021230419,1,13,5,7
2021230420,0,10,6,5
2021230422,0,2,6,8
2021230423,0,8,6,7
2021230424,0,11,5,8
2021230425,0,10,6,7
2021230427,1,12,4,2
2021230428,0,10,5,8
2021230429,1,9,6,6
2021230430,0,13,5,6
2021230432,0,7,5,7
2021230433,1,11,6,8
2021230434,1,12,4,7
2021230435,0,12,5,7
2021230436,1,4,5,8
2021230437,1,13,6,7
2021230438,0,10,4,5
2021230440,0,13,6,6
2021230441,1,2,4,6
2021230442,0,11,4,5
2021230443,1,13,4,5
2021230444,0,5,5,7
2021230445,0,9,3,3
2021230446,0,12,5,6
2021230447,0,13,5,6
2021230448,1,10,5,8
2021230449,0,13,6,6
2021230450,0,13,5,6
2021230451,1,13,6,6
2021230452,0,9,6,6
2021230453,0,10,5,7
2021230455,1,12,6,4
2021230456,1,12,4,6
2021230457,0,13,4,6
2021230458,0,7,4,1
2021230459,0,13,6,8
2021230460,1,11,6,7
2021230461,1,11,6,5
2021230463,1,10,6,7
2021230464,0,12,6,6
2021230465,0,11,5,6
2021230467,0,13,5,4
2021230471,0,9,6,8
2021230472,0,11,6,7
2021230473,0,11,6,8
2021230474,1,13,6,6
2021230476,1,13,5,6
2021230477,0,13,4,5
2021230479,0,10,6,5
2021230480,0,9,4,4
2021230481,1,12,6,8
2021230482,0,9,6,8
2021230483,1,10,4,6
2021230484,0,8,5,7
2021230486,0,9,4,7
2021230488,0,9,5,8
2021230490,0,4,6,7
2021230491,1,10,4,5
2021230492,0,11,4,7
2021230493,0,10,5,7
2021230494,1,13,6,6
2021230495,0,9,4,6
2021230496,0,11,5,6
2021230497,1,8,4,7
2021230499,0,10,5,7
2021230500,0,10,6,7
2021230501,0,10,6,8
2021230503,1,11,4,6
2021230504,0,11,6,6
2021230505,0,11,6,8
2021230506,0,13,5,6
2021230508,1,4,5,6
2021230509,1,10,4,2
2021230510,0,10,6,6
2021230511,0,11,6,8
2021230512,0,13,6,6
2021230513,0,10,6,7
2021230514,0,4,5,5
2021230516,0,1,4,4
2021230517,0,9,5,6
2021230518,0,10,6,8
2021230519,1,13,5,5
2021230520,1,8,6,5
2021230521,1,13,6,7
2021230522,0,13,4,4
2021230524,0,9,5,2
2021230527,0,11,6,8
2021230530,1,9,5,7
2021230531,0,8,6,7
2021230532,1,12,6,7
2021230534,0,10,4,7
2021230535,1,10,4,3
2021230537,1,12,5,5
2021230538,0,12,3,5
2021230540,0,9,5,5
2021230541,1,10,6,6
2021230542,0,5,6,7
2021230543,0,13,6,6
2021230545,0,10,5,6
2021230547,0,11,5,7
2021230548,0,13,6,4
2021230549,0,8,6,7
2021230550,0,8,5,7
2021230551,0,12,6,4
2021230553,0,12,4,7
2021230554,1,13,5,6
2021230555,0,10,6,6
2021230556,0,11,3,2
2021230557,0,13,4,6
2021230559,0,13,4,6
2021230560,1,11,6,8
2021230561,0,12,5,5
2021230562,0,13,5,4
2021230563,1,12,6,4
2021230564,0,10,5,6
2021230565,1,11,5,7
2021230566,0,9,5,6
2021230567,0,11,5,8
2021230569,0,9,6,4
2021230570,0,10,5,5
2021230571,1,12,5,6
2021230572,0,12,6,7
2021230573,0,11,5,8
2021230576,1,10,4,5
2021230577,1,8,4,6
2021230578,1,7,5,2
2021230579,1,12,6,5
2021230580,0,8,2,1
2021230581,0,13,5,5
2021230582,0,8,4,5
2021230583,1,9,4,6
2021230584,1,13,6,6
2021230585,1,8,4,5
2021230587,0,12,5,8
2021230589,1,13,5,5
2021230590,0,11,5,8
2021230591,1,5,6,6
2021230592,0,10,5,2
2021230594,0,12,5,7
2021230595,0,9,5,6
2021230596,1,11,5,7
2021230597,1,12,6,7
2021230598,0,12,6,7
2021230599,0,9,4,3
2021230600,0,11,6,5
2021230601,0,8,5,7
2021230603,0,13,5,3
2021230604,0,13,6,6
2021230605,0,12,6,7
2021230606,1,8,6,6
2021230607,0,8,5,7
2021230608,0,11,5,7
2021230610,0,7,6,8
2021230611,0,9,4,8
2021230612,0,11,6,8
2021230613,1,10,6,5
2021230614,0,12,4,5
2021230615,0,11,5,7
2021230616,1,10,4,3
2021230617,1,11,4,4
2021230618,1,12,6,6
2021230619,1,11,6,5
2021230620,0,12,6,5
2021230621,0,10,5,7
2021230622,0,7,5,8
2021230623,1,10,6,5
2021230624,0,12,4,6
2021230626,0,12,6,8
2021230627,0,12,6,6
2021230628,0,11,4,3
2021230629,1,10,4,7
2021230630,1,13,4,5
2021230631,0,5,4,8
2021230632,0,12,5,6
2021230633,0,12,4,5
2021230634,1,10,5,8
2021230635,1,10,5,7
2021230636,0,10,6,6
2021230637,0,12,4,6
2021230638,0,7,6,7
2021230640,0,12,4,7
2021230641,1,8,5,8
2021230643,0,13,5,6
2021230644,1,10,5,7
2021230646,1,9,5,6
2021230647,0,13,6,6
2021230648,0,12,5,6
2021230649,0,13,6,6
2021230650,1,10,4,1
2021230651,0,9,6,7
2021230652,1,12,6,7
2021230654,1,13,5,7
2021230655,1,12,5,7
2021230656,0,13,5,6
2021230657,0,12,6,7
2021230659,0,9,5,1
2021230660,1,13,5,6
2021230661,1,10,6,8
2021230662,0,9,5,8
2021230663,0,9,4,3
2021230664,0,7,4,8
2021230665,0,12,4,5
2021230666,1,9,6,8
2021230667,0,7,5,8
2021230668,1,10,5,7
2021230669,0,9,5,5
2021230670,0,13,5,6
2021230672,0,9,5,1
2021230673,0,11,6,6
2021230675,1,11,6,7
2021230676,0,10,6,5
2021230677,0,10,5,5
2021230678,0,10,3,1
2021230680,1,12,6,8
2021230682,1,11,6,7
2021230683,1,10,6,6
2021230684,0,9,4,5
2021230685,0,11,5,7
2021230687,0,13,4,4
2021230688,0,13,6,6
2021230689,0,12,6,5
2021230690,1,9,4,6
2021230692,0,11,6,6
2021230694,1,9,4,6
2021230695,0,7,5,7
2021230696,0,12,5,4
2021230697,0,13,5,6
2021230698,0,13,4,3
2021230699,0,13,6,2
2021230701,0,9,6,6
2021230703,0,13,4,6
2021230704,0,12,5,8
2021230705,0,13,3,6
2021230706,0,9,6,6
2021230707,1,7,4,7
2021230708,0,10,6,8
2021230710,0,10,6,6
2021230711,1,8,6,7
2021230712,1,9,6,5
2021230713,1,11,5,5
2021230714,0,7,6,8
2021230715,1,12,5,6
2021230716,0,11,4,5
2021230719,0,10,6,6
2021230720,0,9,5,6
2021230722,0,9,6,6
2021230723,1,9,4,6
2021230724,1,9,5,5
2021230725,0,8,6,4
2021230726,1,11,6,7
2021230727,0,11,4,7
2021230728,0,13,5,6
2021230730,0,9,4,8
2021230731,0,13,6,5
2021230732,1,13,5,6
2021230733,0,11,6,7
2021230734,0,11,4,5
2021230735,0,10,4,6
2021230736,1,13,6,5
2021230737,0,9,6,8
2021230739,1,11,6,5
2021230740,0,13,5,5
2021230741,1,9,4,7
2021230743,0,10,6,7
2021230744,0,10,5,6
2021230745,1,13,6,7
2021230746,0,13,5,3
2021230747,1,12,4,5
2021230748,1,13,4,6
2021230749,0,13,5,6
2021230750,0,11,5,7
2021230751,1,11,5,7
2021230752,0,10,5,6
2021230753,1,10,2,5
2021230756,1,12,6,7
2021230758,0,13,4,4
2021230759,0,7,6,7
2021230760,0,12,5,5
2021230761,0,11,5,5
2021230762,1,12,5,4
2021230763,0,13,5,6
2021230764,1,13,4,6
2021230765,1,9,4,5
2021230766,0,9,4,5
2021230768,0,9,5,2
2021230769,0,9,4,6
2021230770,1,11,5,6
2021230771,1,11,5,5
2021230772,1,12,6,5
2021230773,0,7,6,7
2021230775,1,13,6,7
2021230776,0,13,4,4
2021230778,0,11,5,5
2021230779,0,11,6,7
2021230780,1,12,4,6
2021230781,1,12,5,5
2021230782,0,11,5,5
2021230783,0,12,4,4
2021230784,1,10,4,5
2021230785,0,13,5,7
2021230786,1,8,4,6
2021230787,0,10,5,6
2021230788,0,12,6,6
2021230789,0,13,4,7
2021230790,1,5,6,7
2021230791,0,13,3,4
2021230792,1,8,6,6
2021230793,1,12,5,6
2021230794,0,13,4,6
2021230795,1,11,5,5
2021230796,1,11,6,8
2021230797,1,11,6,6
2021230798,0,11,4,6
2021230799,1,13,6,8
2021230800,1,13,5,6
2021230801,0,10,6,7
2021230802,1,11,6,7
2021230803,0,10,4,7
2021230804,1,13,4,7
2021230805,1,11,4,5
2021230807,1,12,4,7
2021230809,0,12,5,5
2021230810,0,8,6,7
2021230811,0,13,5,3
2021230812,0,10,4,5
2021230815,1,11,5,8
2021230816,0,12,5,7
2021230817,0,11,6,7
2021230818,1,11,6,8
2021230819,1,13,6,6
2021230820,0,9,6,8
2021230821,1,9,5,6
2021230822,0,12,5,4
2021230823,0,2,5,6
2021230824,0,9,5,2
2021230827,0,9,6,8
2021230828,0,9,5,6
2021230829,0,11,5,5
2021230830,1,11,6,6
2021230831,1,10,6,8
2021230832,1,10,4,4
2021230835,1,12,5,6
2021230836,0,13,4,5
2021230837,0,9,6,8
2021230838,1,9,5,6
2021230839,1,13,6,8
2021230842,0,10,5,6
2021230843,0,9,5,6
2021230844,0,10,6,8
2021230845,0,9,5,2
2021230846,0,7,6,8
2021230847,0,13,6,3
2021230848,0,10,5,7
2021230849,0,5,6,7
